user,City,Country,Time (days),City-Country
mvremmerden,"Colorado Springs, CO",United States,2,"Colorado Springs, CO, United States"
mvremmerden,"Denver, CO",United States,3,"Denver, CO, United States"
mvremmerden,Dortmund,Germany,1,"Dortmund, Germany"
mvremmerden,Edinburgh,United Kingdom,5,"Edinburgh, United Kingdom"
mvremmerden,Florence,Italy,3,"Florence, Italy"
mvremmerden,Gili Air,Indonesia,3,"Gili Air, Indonesia"
mvremmerden,Granada,Spain,2,"Granada, Spain"
mvremmerden,Hamburg,Germany,441,"Hamburg, Germany"
mvremmerden,Hannover,Germany,2,"Hannover, Germany"
mvremmerden,Hanoi,Vietnam,3,"Hanoi, Vietnam"
mvremmerden,Heidelberg,Germany,1,"Heidelberg, Germany"
mvremmerden,Helsinki,Finland,2,"Helsinki, Finland"
mvremmerden,Ho Chi Minh City,Vietnam,4,"Ho Chi Minh City, Vietnam"
mvremmerden,Innsbruck,Austria,2,"Innsbruck, Austria"
mvremmerden,Kuala Lumpur,Malaysia,2,"Kuala Lumpur, Malaysia"
mvremmerden,Kyoto,Japan,7,"Kyoto, Japan"
mvremmerden,La Paz,Bolivia,3,"La Paz, Bolivia"
mvremmerden,Lisbon,Portugal,14,"Lisbon, Portugal"
mvremmerden,London,United Kingdom,4,"London, United Kingdom"
mvremmerden,Malaga,Spain,7,"Malaga, Spain"
mvremmerden,Monaco,Monaco,1,"Monaco, Monaco"
mvremmerden,Montevideo,Uruguay,58,"Montevideo, Uruguay"
mvremmerden,Munich,Germany,25,"Munich, Germany"
mvremmerden,Nagoya,Japan,4,"Nagoya, Japan"
mvremmerden,"New Orleans, LA",United States,6,"New Orleans, LA, United States"
mvremmerden,"New York City, NY",United States,3,"New York City, NY, United States"
mvremmerden,Nice,France,2,"Nice, France"
mvremmerden,Osaka,Japan,5,"Osaka, Japan"
mvremmerden,Oslo,Norway,2,"Oslo, Norway"
mvremmerden,"Philadelphia, PA",United States,11,"Philadelphia, PA, United States"
mvremmerden,Phnom Penh,Cambodia,5,"Phnom Penh, Cambodia"
mvremmerden,Punta del Este,Uruguay,1,"Punta del Este, Uruguay"
mvremmerden,Riga,Latvia,3,"Riga, Latvia"
mvremmerden,Sa Pa,Vietnam,3,"Sa Pa, Vietnam"
mvremmerden,Salzburg,Austria,3,"Salzburg, Austria"
mvremmerden,"San Antonio, TX",United States,7,"San Antonio, TX, United States"
mvremmerden,"San Francisco, CA",United States,9,"San Francisco, CA, United States"
mvremmerden,"Seattle, WA",United States,105,"Seattle, WA, United States"
mvremmerden,"Seminyak, Bali",Indonesia,2,"Seminyak, Bali, Indonesia"
mvremmerden,Seville,Spain,3,"Seville, Spain"
mvremmerden,Siem Reap,Cambodia,2,"Siem Reap, Cambodia"
mvremmerden,Sihanoukville,Cambodia,1,"Sihanoukville, Cambodia"
mvremmerden,Singapore,Singapore,4,"Singapore, Singapore"
mvremmerden,Split,Croatia,8,"Split, Croatia"
mvremmerden,Stockholm,Sweden,4,"Stockholm, Sweden"
mvremmerden,Stuttgart,Germany,6,"Stuttgart, Germany"
mvremmerden,Tallinn,Estonia,3,"Tallinn, Estonia"
mvremmerden,Tokyo,Japan,11,"Tokyo, Japan"
mvremmerden,"Ubud, Bali",Indonesia,4,"Ubud, Bali, Indonesia"
mvremmerden,"Uluwatu, Bali",Indonesia,2,"Uluwatu, Bali, Indonesia"
mvremmerden,Utrecht,Netherlands,9,"Utrecht, Netherlands"
mvremmerden,Vancouver,Canada,2,"Vancouver, Canada"
mvremmerden,Venice,Italy,2,"Venice, Italy"
mvremmerden,Verona,Italy,2,"Verona, Italy"
mvremmerden,Vienna,Austria,7,"Vienna, Austria"
mvremmerden,"Washington, DC",United States,4,"Washington, DC, United States"
mvremmerden,Zagreb,Croatia,4,"Zagreb, Croatia"
mwcol,Bangkok,Thailand,4,"Bangkok, Thailand"
mwcol,Berlin,Germany,2,"Berlin, Germany"
mwcol,Budapest,Hungary,4,"Budapest, Hungary"
mwcol,Cologne,Germany,4,"Cologne, Germany"
mwcol,Ko Tao,Thailand,6,"Ko Tao, Thailand"
mwcol,Utrecht,Netherlands,3,"Utrecht, Netherlands"
mxstbr,Amsterdam,Netherlands,7,"Amsterdam, Netherlands"
mxstbr,Bangkok,Thailand,9,"Bangkok, Thailand"
mxstbr,Berlin,Germany,15,"Berlin, Germany"
mxstbr,Bratislava,Slovakia,3,"Bratislava, Slovakia"
mxstbr,Bruges,Belgium,3,"Bruges, Belgium"
mxstbr,Brussels,Belgium,2,"Brussels, Belgium"
mxstbr,Chiang Mai,Thailand,41,"Chiang Mai, Thailand"
mxstbr,Copenhagen,Denmark,7,"Copenhagen, Denmark"
mxstbr,Darmstadt,Germany,2,"Darmstadt, Germany"
mxstbr,Dusseldorf,Germany,5,"Dusseldorf, Germany"
mxstbr,Gothenburg,Sweden,7,"Gothenburg, Sweden"
mxstbr,Graz,Austria,7,"Graz, Austria"
mxstbr,Innsbruck,Austria,3,"Innsbruck, Austria"
mxstbr,Ko Pha Ngan,Thailand,4,"Ko Pha Ngan, Thailand"
mxstbr,"Las Palmas, Canary Islands",Spain,7,"Las Palmas, Canary Islands, Spain"
mxstbr,London,United Kingdom,93,"London, United Kingdom"
mxstbr,Moscow,Russia,3,"Moscow, Russia"
mxstbr,Munich,Germany,2,"Munich, Germany"
mxstbr,"New York City, NY",United States,6,"New York City, NY, United States"
mxstbr,Oslo,Norway,4,"Oslo, Norway"
mxstbr,Oxford,United Kingdom,3,"Oxford, United Kingdom"
mxstbr,Paris,France,12,"Paris, France"
mxstbr,Poznan,Poland,3,"Poznan, Poland"
mxstbr,"San Francisco, CA",United States,15,"San Francisco, CA, United States"
mxstbr,Sydney,Australia,35,"Sydney, Australia"
mxstbr,Tallinn,Estonia,2,"Tallinn, Estonia"
mxstbr,Thessaloniki,Greece,2,"Thessaloniki, Greece"
mxstbr,Vienna,Austria,676,"Vienna, Austria"
mxstbr,"Washington, DC",United States,6,"Washington, DC, United States"
mxstbr,Zurich,Switzerland,3,"Zurich, Switzerland"
mzseidman,Bogota,Colombia,16,"Bogota, Colombia"
mzseidman,Cape Town,South Africa,1,"Cape Town, South Africa"
mzseidman,Cologne,Germany,8,"Cologne, Germany"
mzseidman,Montreal,Canada,9,"Montreal, Canada"
mzseidman,Taghazout,Morocco,20,"Taghazout, Morocco"
mzseidman,Tel Aviv,Israel,31,"Tel Aviv, Israel"
mzseidman,Vancouver,Canada,395,"Vancouver, Canada"
n3,Panama City,Panama,3,"Panama City, Panama"
n3,San Juan del Sur,Nicaragua,13,"San Juan del Sur, Nicaragua"
nachopescado,Amsterdam,Netherlands,55,"Amsterdam, Netherlands"
nachopescado,Bangkok,Thailand,66,"Bangkok, Thailand"
nachopescado,Budapest,Hungary,90,"Budapest, Hungary"
nachopescado,Cancun,Mexico,10,"Cancun, Mexico"
nachopescado,Chiang Mai,Thailand,18,"Chiang Mai, Thailand"
nachopescado,Edmonton,Canada,105,"Edmonton, Canada"
nachopescado,Ho Chi Minh City,Vietnam,87,"Ho Chi Minh City, Vietnam"
nachopescado,Kelowna,Canada,78,"Kelowna, Canada"
nachopescado,"Las Vegas, NV",United States,4,"Las Vegas, NV, United States"
nachopescado,London,United Kingdom,59,"London, United Kingdom"
nachopescado,"Portland, OR",United States,1,"Portland, OR, United States"
nachopescado,Puerto Vallarta,Mexico,29,"Puerto Vallarta, Mexico"
nachopescado,"San Francisco, CA",United States,4,"San Francisco, CA, United States"
nachopescado,Sayulita,Mexico,17,"Sayulita, Mexico"
nachopescado,Shanghai,China,13,"Shanghai, China"
nachopescado,Siem Reap,Cambodia,59,"Siem Reap, Cambodia"
nachopescado,Taipei,Taiwan,61,"Taipei, Taiwan"
nachopescado,Vancouver,Canada,875,"Vancouver, Canada"
nadiasotnikova,"Canggu, Bali",Indonesia,111,"Canggu, Bali, Indonesia"
nadiasotnikova,Warsaw,Poland,127,"Warsaw, Poland"
naguib,Bangkok,Thailand,14,"Bangkok, Thailand"
naguib,Berlin,Germany,3,"Berlin, Germany"
naguib,Chiang Mai,Thailand,5,"Chiang Mai, Thailand"
naguib,Ko Pha Ngan,Thailand,7,"Ko Pha Ngan, Thailand"
naguib,Ko Samui,Thailand,3,"Ko Samui, Thailand"
naguib,"Miami, FL",United States,366,"Miami, FL, United States"
naguib,"Orlando, FL",United States,228,"Orlando, FL, United States"
naguib,Phuket,Thailand,15,"Phuket, Thailand"
naguib,"San Francisco, CA",United States,92,"San Francisco, CA, United States"
naguib,Seoul,South Korea,8,"Seoul, South Korea"
naguib,Tokyo,Japan,117,"Tokyo, Japan"
naguib,"Ubud, Bali",Indonesia,29,"Ubud, Bali, Indonesia"
naguib,Warsaw,Poland,2,"Warsaw, Poland"
naimashhab,"Canggu, Bali",Indonesia,24,"Canggu, Bali, Indonesia"
naimashhab,Chiang Mai,Thailand,13,"Chiang Mai, Thailand"
naimashhab,Da Nang,Vietnam,12,"Da Nang, Vietnam"
naimashhab,Hanoi,Vietnam,8,"Hanoi, Vietnam"
naimashhab,Hua Hin,Thailand,14,"Hua Hin, Thailand"
naimashhab,Singapore,Singapore,4,"Singapore, Singapore"
namtng,Bangkok,Thailand,289,"Bangkok, Thailand"
namtng,Copenhagen,Denmark,699,"Copenhagen, Denmark"
namtng,Dortmund,Germany,61,"Dortmund, Germany"
namtng,Hanoi,Vietnam,7,"Hanoi, Vietnam"
namtng,Ho Chi Minh City,Vietnam,122,"Ho Chi Minh City, Vietnam"
namtng,"Las Palmas, Canary Islands",Spain,29,"Las Palmas, Canary Islands, Spain"
namtrok,Cabo San Lucas,Mexico,35,"Cabo San Lucas, Mexico"
namtrok,"Los Angeles, CA",United States,2,"Los Angeles, CA, United States"
namtrok,Oaxaca,Mexico,17,"Oaxaca, Mexico"
namtrok,"San Diego, CA",United States,6,"San Diego, CA, United States"
namtrok,Tulum,Mexico,27,"Tulum, Mexico"
nanahj,Budapest,Hungary,9,"Budapest, Hungary"
nanahj,"Ubud, Bali",Indonesia,24,"Ubud, Bali, Indonesia"
nappels,Bangkok,Thailand,7,"Bangkok, Thailand"
nappels,Barcelona,Spain,6,"Barcelona, Spain"
nappels,Berlin,Germany,29,"Berlin, Germany"
nappels,"Boston, MA",United States,4,"Boston, MA, United States"
nappels,Ho Chi Minh City,Vietnam,7,"Ho Chi Minh City, Vietnam"
nappels,Ko Pha Ngan,Thailand,372,"Ko Pha Ngan, Thailand"
nappels,Lisbon,Portugal,4,"Lisbon, Portugal"
nappels,Madrid,Spain,25,"Madrid, Spain"
nappels,Marrakesh,Morocco,10,"Marrakesh, Morocco"
nappels,"Miami, FL",United States,9,"Miami, FL, United States"
nappels,"New York City, NY",United States,31,"New York City, NY, United States"
nappels,"San Francisco, CA",United States,28,"San Francisco, CA, United States"
nappels,Siem Reap,Cambodia,3,"Siem Reap, Cambodia"
nappels,Tel Aviv,Israel,29,"Tel Aviv, Israel"
nappels,Toronto,Canada,3,"Toronto, Canada"
nappels,"Washington, DC",United States,7,"Washington, DC, United States"
nard,Alicante,Spain,153,"Alicante, Spain"
nard,Bangkok,Thailand,28,"Bangkok, Thailand"
nard,Fukuoka,Japan,31,"Fukuoka, Japan"
nard,Hong Kong,Hong Kong,22,"Hong Kong, Hong Kong"
nard,Southampton,United Kingdom,47,"Southampton, United Kingdom"
nard,Sydney,Australia,119,"Sydney, Australia"
nard,Taipei,Taiwan,34,"Taipei, Taiwan"
natalievmason,Budapest,Hungary,27,"Budapest, Hungary"
natalievmason,Edinburgh,United Kingdom,14,"Edinburgh, United Kingdom"
natalievmason,Montreal,Canada,62,"Montreal, Canada"
natalievmason,Sofia,Bulgaria,30,"Sofia, Bulgaria"
nateritter,"Austin, TX",United States,675,"Austin, TX, United States"
nateritter,"Bellingham, WA",United States,11,"Bellingham, WA, United States"
nateritter,"Charlotte, NC",United States,2,"Charlotte, NC, United States"
nateritter,"Houston, TX",United States,2,"Houston, TX, United States"
nateritter,London,United Kingdom,15,"London, United Kingdom"
nateritter,"New York City, NY",United States,4,"New York City, NY, United States"
nateritter,"Seattle, WA",United States,1,"Seattle, WA, United States"
nathan_oak,Antigua,Guatemala,9,"Antigua, Guatemala"
nathan_oak,"Austin, TX",United States,7,"Austin, TX, United States"
nathan_oak,Avignon,France,14,"Avignon, France"
nathan_oak,Bangkok,Thailand,15,"Bangkok, Thailand"
nathan_oak,Barcelona,Spain,8,"Barcelona, Spain"
nathan_oak,Beijing,China,7,"Beijing, China"
nathan_oak,Bogota,Colombia,8,"Bogota, Colombia"
nathan_oak,Buenos Aires,Argentina,14,"Buenos Aires, Argentina"
nathan_oak,Cabo San Lucas,Mexico,21,"Cabo San Lucas, Mexico"
nathan_oak,"Chicago, IL",United States,4,"Chicago, IL, United States"
nathan_oak,Colombo,Sri Lanka,7,"Colombo, Sri Lanka"
nathan_oak,Cork,Ireland,11,"Cork, Ireland"
nathan_oak,Dubrovnik,Croatia,2,"Dubrovnik, Croatia"
nathan_oak,Florence,Italy,3,"Florence, Italy"
nathan_oak,Hanoi,Vietnam,7,"Hanoi, Vietnam"
nathan_oak,Ho Chi Minh City,Vietnam,3659,"Ho Chi Minh City, Vietnam"
nathan_oak,Ko Samui,Thailand,7,"Ko Samui, Thailand"
nathan_oak,Krabi,Thailand,7,"Krabi, Thailand"
nathan_oak,Lisbon,Portugal,5,"Lisbon, Portugal"
nathan_oak,London,United Kingdom,14,"London, United Kingdom"
nathan_oak,Medellín,Colombia,6,"Medellín, Colombia"
nathan_oak,Mexico City,Mexico,4,"Mexico City, Mexico"
nathan_oak,"Napa, CA",United States,15,"Napa, CA, United States"
nathan_oak,Nassau,The Bahamas,16,"Nassau, The Bahamas"
nathan_oak,"New York City, NY",United States,10,"New York City, NY, United States"
nathan_oak,"Oakland, CA",United States,212,"Oakland, CA, United States"
nathan_oak,Paris,France,6,"Paris, France"
nathan_oak,Phnom Penh,Cambodia,3,"Phnom Penh, Cambodia"
nathan_oak,Phuket,Thailand,6,"Phuket, Thailand"
nathan_oak,Playa del Carmen,Mexico,14,"Playa del Carmen, Mexico"
nathan_oak,Porto,Portugal,5,"Porto, Portugal"
nathan_oak,Seoul,South Korea,9,"Seoul, South Korea"
nathan_oak,Seville,Spain,6,"Seville, Spain"
nathan_oak,Shanghai,China,8,"Shanghai, China"
nathan_oak,Siem Reap,Cambodia,3655,"Siem Reap, Cambodia"
nathan_oak,Sihanoukville,Cambodia,5,"Sihanoukville, Cambodia"
nathan_oak,Singapore,Singapore,759,"Singapore, Singapore"
nathan_oak,Sydney,Australia,7,"Sydney, Australia"
nathan_oak,Tokyo,Japan,14,"Tokyo, Japan"
nathan_oak,Tulum,Mexico,14,"Tulum, Mexico"
nathanjmurphy,Bangkok,Thailand,22,"Bangkok, Thailand"
nathanjmurphy,Berlin,Germany,36,"Berlin, Germany"
nathanjmurphy,Budapest,Hungary,17,"Budapest, Hungary"
nathanjmurphy,Cape Town,South Africa,10,"Cape Town, South Africa"
nathanjmurphy,Geneva,Switzerland,14,"Geneva, Switzerland"
nathanjmurphy,London,United Kingdom,116,"London, United Kingdom"
nathanjmurphy,"New York City, NY",United States,10,"New York City, NY, United States"
nathanjmurphy,Prague,Czechia,6,"Prague, Czechia"
nathanjmurphy,Sydney,Australia,8401,"Sydney, Australia"
nathanjmurphy,São Paulo,Brazil,8,"São Paulo, Brazil"
nathanminns,Amsterdam,Netherlands,2,"Amsterdam, Netherlands"
nathanminns,Barcelona,Spain,3,"Barcelona, Spain"
nathanminns,Berlin,Germany,6,"Berlin, Germany"
nathanminns,Bern,Switzerland,3,"Bern, Switzerland"
nathanminns,Bordeaux,France,3,"Bordeaux, France"
nathanminns,"Columbus, OH",United States,3384,"Columbus, OH, United States"
nathanminns,Copenhagen,Denmark,3,"Copenhagen, Denmark"
nathanminns,"Dayton, OH",United States,5098,"Dayton, OH, United States"
nathanminns,George Town,Cayman Islands,3,"George Town, Cayman Islands"
nathanminns,London,United Kingdom,31,"London, United Kingdom"
nathanminns,Madrid,Spain,7,"Madrid, Spain"
nathanminns,Mexico City,Mexico,7,"Mexico City, Mexico"
nathanminns,Montego Bay,Jamaica,1,"Montego Bay, Jamaica"
nathanminns,"New York City, NY",United States,15,"New York City, NY, United States"
nathanminns,Paris,France,6,"Paris, France"
nathanminns,Playa del Carmen,Mexico,4,"Playa del Carmen, Mexico"
nathanminns,Stockholm,Sweden,4,"Stockholm, Sweden"
nathanminns,Tallinn,Estonia,4,"Tallinn, Estonia"
nathanminns,Toronto,Canada,3,"Toronto, Canada"
nathansudds,Agra,India,1,"Agra, India"
nathansudds,Alicante,Spain,10,"Alicante, Spain"
nathansudds,Athens,Greece,95,"Athens, Greece"
nathansudds,Bandar Seri Begawan,Brunei,3,"Bandar Seri Begawan, Brunei"
nathansudds,Barcelona,Spain,1,"Barcelona, Spain"
nathansudds,Bucharest,Romania,59,"Bucharest, Romania"
nathansudds,Cebu,Philippines,5,"Cebu, Philippines"
nathansudds,Chiang Mai,Thailand,312,"Chiang Mai, Thailand"
nathansudds,Da Nang,Vietnam,31,"Da Nang, Vietnam"
nathansudds,Essaouira,Morocco,31,"Essaouira, Morocco"
nathansudds,Fes,Morocco,2,"Fes, Morocco"
nathansudds,"George Town, Penang",Malaysia,66,"George Town, Penang, Malaysia"
nathansudds,Hanoi,Vietnam,61,"Hanoi, Vietnam"
nathansudds,Ipoh,Malaysia,85,"Ipoh, Malaysia"
nathansudds,Istanbul,Turkey,4,"Istanbul, Turkey"
nathansudds,Izmir,Turkey,39,"Izmir, Turkey"
nathansudds,Ko Pha Ngan,Thailand,230,"Ko Pha Ngan, Thailand"
nathansudds,Ko Samui,Thailand,5,"Ko Samui, Thailand"
nathansudds,Kota Kinabalu,Malaysia,110,"Kota Kinabalu, Malaysia"
nathansudds,Kuala Lumpur,Malaysia,1,"Kuala Lumpur, Malaysia"
nathansudds,Kuching,Malaysia,39,"Kuching, Malaysia"
nathansudds,Manila,Philippines,2,"Manila, Philippines"
nathansudds,Marrakesh,Morocco,3,"Marrakesh, Morocco"
nathansudds,"Medan, Sumatra",Indonesia,3,"Medan, Sumatra, Indonesia"
nathansudds,Montego Bay,Jamaica,7,"Montego Bay, Jamaica"
nathansudds,Plovdiv,Bulgaria,56,"Plovdiv, Bulgaria"
nathansudds,Rishikesh,India,22,"Rishikesh, India"
nathansudds,"Seattle, WA",United States,4,"Seattle, WA, United States"
nathansudds,"Seminyak, Bali",Indonesia,32,"Seminyak, Bali, Indonesia"
nathansudds,Shanghai,China,5,"Shanghai, China"
nathansudds,Siem Reap,Cambodia,1,"Siem Reap, Cambodia"
nathansudds,Singapore,Singapore,1,"Singapore, Singapore"
nathansudds,Sofia,Bulgaria,1,"Sofia, Bulgaria"
nathansudds,"Ubud, Bali",Indonesia,49,"Ubud, Bali, Indonesia"
nathansudds,Udon Thani,Thailand,3,"Udon Thani, Thailand"
nathansudds,Vancouver,Canada,4,"Vancouver, Canada"
nathansudds,Victoria,Canada,22,"Victoria, Canada"
nathansudds,Vientiane,Laos,2,"Vientiane, Laos"
nathansudds,Windsor,Canada,63,"Windsor, Canada"
nathanthomas,Shanghai,China,426,"Shanghai, China"
nathanthomas,Yangon,Myanmar,9,"Yangon, Myanmar"
naz,Amsterdam,Netherlands,10,"Amsterdam, Netherlands"
naz,"Arrecife, Lanzarote",Spain,11,"Arrecife, Lanzarote, Spain"
naz,Auckland,New Zealand,15,"Auckland, New Zealand"
naz,Bangkok,Thailand,36,"Bangkok, Thailand"
naz,Barcelona,Spain,226,"Barcelona, Spain"
naz,Berlin,Germany,42,"Berlin, Germany"
naz,Budapest,Hungary,3,"Budapest, Hungary"
naz,"Canggu, Bali",Indonesia,62,"Canggu, Bali, Indonesia"
naz,Chiang Mai,Thailand,46,"Chiang Mai, Thailand"
naz,Christchurch,New Zealand,89,"Christchurch, New Zealand"
naz,"Funchal, Madeira",Portugal,21,"Funchal, Madeira, Portugal"
naz,Gdansk,Poland,28,"Gdansk, Poland"
naz,Kraków,Poland,1353,"Kraków, Poland"
naz,Kuala Lumpur,Malaysia,31,"Kuala Lumpur, Malaysia"
naz,"Las Palmas, Canary Islands",Spain,64,"Las Palmas, Canary Islands, Spain"
naz,Lisbon,Portugal,70,"Lisbon, Portugal"
naz,Lviv,Ukraine,105,"Lviv, Ukraine"
naz,Madrid,Spain,7,"Madrid, Spain"
naz,"New York City, NY",United States,14,"New York City, NY, United States"
naz,Prague,Czechia,29,"Prague, Czechia"
naz,Queenstown,New Zealand,29,"Queenstown, New Zealand"
naz,Rzeszow,Poland,1819,"Rzeszow, Poland"
naz,Split,Croatia,14,"Split, Croatia"
naz,"Tenerife, Canary Islands",Spain,63,"Tenerife, Canary Islands, Spain"
naz,Thessaloniki,Greece,14,"Thessaloniki, Greece"
naz,Valencia,Spain,70,"Valencia, Spain"
naz,Venice,Italy,1,"Venice, Italy"
naz,Wanaka,New Zealand,13,"Wanaka, New Zealand"
naz,Warsaw,Poland,5,"Warsaw, Poland"
naz,Wellington,New Zealand,98,"Wellington, New Zealand"
naz,Wrocław,Poland,58,"Wrocław, Poland"
ndbroadbent,Abu Dhabi,United Arab Emirates,1,"Abu Dhabi, United Arab Emirates"
ndbroadbent,Almaty,Kazakhstan,1,"Almaty, Kazakhstan"
ndbroadbent,Amsterdam,Netherlands,1,"Amsterdam, Netherlands"
ndbroadbent,Astana,Kazakhstan,4,"Astana, Kazakhstan"
ndbroadbent,Auckland,New Zealand,7688,"Auckland, New Zealand"
ndbroadbent,Bangkok,Thailand,30,"Bangkok, Thailand"
ndbroadbent,Bishkek,Kyrgyzstan,3,"Bishkek, Kyrgyzstan"
ndbroadbent,Brisbane,Australia,3,"Brisbane, Australia"
ndbroadbent,Chiang Mai,Thailand,1396,"Chiang Mai, Thailand"
ndbroadbent,Christchurch,New Zealand,7,"Christchurch, New Zealand"
ndbroadbent,Dunedin,New Zealand,7,"Dunedin, New Zealand"
ndbroadbent,"George Town, Penang",Malaysia,7,"George Town, Penang, Malaysia"
ndbroadbent,Guangzhou,China,8,"Guangzhou, China"
ndbroadbent,Hamburg,Germany,7,"Hamburg, Germany"
ndbroadbent,Ho Chi Minh City,Vietnam,15,"Ho Chi Minh City, Vietnam"
ndbroadbent,Hong Kong,Hong Kong,5,"Hong Kong, Hong Kong"
ndbroadbent,Ko Lanta,Thailand,7,"Ko Lanta, Thailand"
ndbroadbent,Kuala Lumpur,Malaysia,339,"Kuala Lumpur, Malaysia"
ndbroadbent,"Lake Tahoe, CA",United States,5,"Lake Tahoe, CA, United States"
ndbroadbent,"Las Vegas, NV",United States,2,"Las Vegas, NV, United States"
ndbroadbent,London,United Kingdom,15,"London, United Kingdom"
ndbroadbent,"Los Angeles, CA",United States,3,"Los Angeles, CA, United States"
ndbroadbent,"Louisville, KY",United States,3,"Louisville, KY, United States"
ndbroadbent,Macau,China,1,"Macau, China"
ndbroadbent,Madrid,Spain,4,"Madrid, Spain"
ndbroadbent,Munich,Germany,1,"Munich, Germany"
ndbroadbent,Paris,France,4,"Paris, France"
ndbroadbent,Pattaya,Thailand,2,"Pattaya, Thailand"
ndbroadbent,Phnom Penh,Cambodia,3,"Phnom Penh, Cambodia"
ndbroadbent,Phuket,Thailand,38,"Phuket, Thailand"
ndbroadbent,Queenstown,New Zealand,7,"Queenstown, New Zealand"
ndbroadbent,Salzburg,Austria,7,"Salzburg, Austria"
ndbroadbent,"San Francisco, CA",United States,467,"San Francisco, CA, United States"
ndbroadbent,Shenzhen,China,2,"Shenzhen, China"
ndbroadbent,Siem Reap,Cambodia,3,"Siem Reap, Cambodia"
ndbroadbent,Sihanoukville,Cambodia,3,"Sihanoukville, Cambodia"
ndbroadbent,Suva,Fiji,22,"Suva, Fiji"
ndbroadbent,Sydney,Australia,6,"Sydney, Australia"
ndbroadbent,Urumqi,China,1,"Urumqi, China"
ndbroadbent,Vientiane,Laos,2,"Vientiane, Laos"
ndbroadbent,Wellington,New Zealand,10,"Wellington, New Zealand"
nderkach,Belgrade,Serbia,23,"Belgrade, Serbia"
nderkach,Berlin,Germany,8,"Berlin, Germany"
nderkach,Florianopolis,Brazil,42,"Florianopolis, Brazil"
nderkach,Lima,Peru,7,"Lima, Peru"
nderkach,Lisbon,Portugal,14,"Lisbon, Portugal"
nderkach,Madrid,Spain,7,"Madrid, Spain"
nderkach,Moscow,Russia,29,"Moscow, Russia"
nderkach,Porto,Portugal,7,"Porto, Portugal"
nderkach,Rio de Janeiro,Brazil,99,"Rio de Janeiro, Brazil"
nderkach,Santiago,Chile,31,"Santiago, Chile"
nderkach,Stockholm,Sweden,31,"Stockholm, Sweden"
necmttn,Antalya,Turkey,6011,"Antalya, Turkey"
necmttn,Bangkok,Thailand,16,"Bangkok, Thailand"
necmttn,Bishkek,Kyrgyzstan,8,"Bishkek, Kyrgyzstan"
necmttn,"Canggu, Bali",Indonesia,414,"Canggu, Bali, Indonesia"
necmttn,Chiang Mai,Thailand,36,"Chiang Mai, Thailand"
necmttn,Da Nang,Vietnam,25,"Da Nang, Vietnam"
necmttn,Guangzhou,China,1790,"Guangzhou, China"
necmttn,Hong Kong,Hong Kong,7,"Hong Kong, Hong Kong"
necmttn,Istanbul,Turkey,861,"Istanbul, Turkey"
necmttn,Kiev,Ukraine,9,"Kiev, Ukraine"
necmttn,Moscow,Russia,7,"Moscow, Russia"
necmttn,Saint Petersburg,Russia,5,"Saint Petersburg, Russia"
necmttn,Shanghai,China,342,"Shanghai, China"
necmttn,Urumqi,China,6,"Urumqi, China"
nefer_l,Bansko,Bulgaria,225,"Bansko, Bulgaria"
nefer_l,Barcelona,Spain,14,"Barcelona, Spain"
nefer_l,"Bellingham, WA",United States,3,"Bellingham, WA, United States"
nefer_l,Berlin,Germany,2,"Berlin, Germany"
nefer_l,"Boston, MA",United States,26,"Boston, MA, United States"
nefer_l,Brussels,Belgium,12,"Brussels, Belgium"
nefer_l,Bucharest,Romania,5,"Bucharest, Romania"
nefer_l,Budapest,Hungary,31,"Budapest, Hungary"
nefer_l,Buenos Aires,Argentina,1,"Buenos Aires, Argentina"
nefer_l,Chiang Mai,Thailand,94,"Chiang Mai, Thailand"
nefer_l,Dublin,Ireland,4,"Dublin, Ireland"
nefer_l,Dubrovnik,Croatia,5,"Dubrovnik, Croatia"
nefer_l,Guanajuato,Mexico,396,"Guanajuato, Mexico"
nefer_l,Ho Chi Minh City,Vietnam,29,"Ho Chi Minh City, Vietnam"
nefer_l,Kuala Lumpur,Malaysia,84,"Kuala Lumpur, Malaysia"
nefer_l,"Madison, WI",United States,8,"Madison, WI, United States"
nefer_l,Marseille,France,11,"Marseille, France"
nefer_l,Munich,Germany,3,"Munich, Germany"
nefer_l,"Oakland, CA",United States,6,"Oakland, CA, United States"
nefer_l,Playa del Carmen,Mexico,72,"Playa del Carmen, Mexico"
nefer_l,"San Diego, CA",United States,233,"San Diego, CA, United States"
nefer_l,"San Francisco, CA",United States,7,"San Francisco, CA, United States"
nefer_l,"Seattle, WA",United States,216,"Seattle, WA, United States"
nefer_l,Sofia,Bulgaria,1,"Sofia, Bulgaria"
nefer_l,Split,Croatia,1,"Split, Croatia"
nefer_l,Timisoara,Romania,28,"Timisoara, Romania"
nefer_l,"Ubud, Bali",Indonesia,33,"Ubud, Bali, Indonesia"
nefer_l,Valencia,Spain,205,"Valencia, Spain"
nefer_l,Vancouver,Canada,5,"Vancouver, Canada"
nefer_l,Zadar,Croatia,4,"Zadar, Croatia"
nehagupta,"Austin, TX",United States,55,"Austin, TX, United States"
nehagupta,Budapest,Hungary,11,"Budapest, Hungary"
nehagupta,"Detroit, MI",United States,3,"Detroit, MI, United States"
nehagupta,"Fort Lauderdale, FL",United States,51,"Fort Lauderdale, FL, United States"
