Original name,City,Lat,Lon,Country,ISO2,ISO3,Population
Črenšovci,Crensovci,46.5744,16.2906,Slovenia,SI,SVN,
Kobarid,Kobarid,46.2481,13.5772,Slovenia,SI,SVN,
Želino,Zelino,41.9825,21.0624,Macedonia,MK,MKD,
Ohrid,Ohrid,41.1172,20.8019,Macedonia,MK,MKD,
Skenderaj,Skenderaj,42.7467,20.7886,Kosovo,XK,XKS,
Saratamata,Saratamata,-15.2869,167.9906,Vanuatu,VU,VUT,
Deçan,Decan,42.5378,20.2911,Kosovo,XK,XKS,
Markovci,Markovci,46.3833,15.95,Slovenia,SI,SVN,
Rumuruti,Rumuruti,0.2725,36.5381,Kenya,KE,KEN,
Kathwana,Kathwana,-0.3314,37.8686,Kenya,KE,KEN,
Arilje,Arilje,43.755,20.097,Serbia,RS,SRB,
Kovin,Kovin,44.7482,20.9766,Serbia,RS,SRB,
Boljevac,Boljevac,43.8321,21.9609,Serbia,RS,SRB,
Nkurenkuru,Nkurenkuru,-17.6167,18.6,Namibia,,NAM,
Podujevë,Podujeve,42.9111,21.1899,Kosovo,XK,XKS,
Klinë,Kline,42.6217,20.5778,Kosovo,XK,XKS,
Cəlilabad,Calilabad,39.2096,48.4919,Azerbaijan,AZ,AZE,
San José de las Lajas,San Jose de las Lajas,22.9614,-82.1511,Cuba,CU,CUB,
Struga,Struga,41.178,20.6778,Macedonia,MK,MKD,
Vipava,Vipava,45.8467,13.9631,Slovenia,SI,SVN,
Ilirska Bistrica,Ilirska Bistrica,45.5697,14.2408,Slovenia,SI,SVN,
Saulkrasti,Saulkrasti,57.2599,24.4189,Latvia,LV,LVA,
Žužemberk,Zuzemberk,45.8339,14.9292,Slovenia,SI,SVN,
Ialoveni,Ialoveni,46.9435,28.7823,Moldova,MD,MDA,
Phôn-Hông,Phon-Hong,18.4953,102.4153,Laos,LA,LAO,
Batken,Batken,40.0626,70.8194,Kyrgyzstan,KG,KGZ,
Kosjerić,Kosjeric,43.9987,19.9079,Serbia,RS,SRB,
Veles,Veles,41.7156,21.7756,Macedonia,MK,MKD,
Tvøroyri,Tvoroyri,61.5544,-6.8063,Faroe Islands,FO,FRO,
Dobrova,Dobrova,46.055,14.4172,Slovenia,SI,SVN,
Amolatar,Amolatar,1.6378,32.8448,Uganda,UG,UGA,
Čaška,Caska,41.6487,21.6922,Macedonia,MK,MKD,
Lelydorp,Lelydorp,5.7,-55.2333,Suriname,SR,SUR,
Velike Lašče,Velike Lasce,45.8322,14.6364,Slovenia,SI,SVN,
Puconci,Puconci,46.7067,16.1564,Slovenia,SI,SVN,
Mutsamudu,Mutsamudu,-12.1658,44.3983,Comoros,KM,COM,
Morant Bay,Morant Bay,17.8814,-76.4093,Jamaica,JM,JAM,
Škocjan,Skocjan,45.9067,15.2914,Slovenia,SI,SVN,
Şəmkir,Samkir,40.8297,46.0178,Azerbaijan,AZ,AZE,
Naftalan,Naftalan,40.5082,46.8203,Azerbaijan,AZ,AZE,
Kardzhali,Kardzhali,41.65,25.3667,Bulgaria,BG,BGR,
Mukdahan,Mukdahan,16.5453,104.7235,Thailand,TH,THA,
Ozurgeti,Ozurgeti,41.9244,42.0068,Georgia,GE,GEO,
Bačka Topola,Backa Topola,45.8152,19.6369,Serbia,RS,SRB,
Nong Bua Lamphu,Nong Bua Lamphu,17.2041,102.4407,Thailand,TH,THA,
Dolenjske Toplice,Dolenjske Toplice,45.7667,15.0667,Slovenia,SI,SVN,
Drochia,Drochia,48.0355,27.8129,Moldova,MD,MDA,
Ćićevac,Cicevac,43.72,21.4436,Serbia,RS,SRB,
Mokronog,Mokronog,45.9342,15.1408,Slovenia,SI,SVN,
Herceg-Novi,Herceg-Novi,42.4531,18.5375,Montenegro,ME,MNE,
Plandište,Plandiste,45.2292,21.1238,Serbia,RS,SRB,
Rogašovci,Rogasovci,46.8,16.0333,Slovenia,SI,SVN,
Virovitica,Virovitica,45.8319,17.3839,Croatia,HR,HRV,
Kozina,Kozina,45.61,13.9356,Slovenia,SI,SVN,
Cankova,Cankova,46.7208,16.0225,Slovenia,SI,SVN,
Velika Polana,Velika Polana,46.5719,16.3469,Slovenia,SI,SVN,
Središče ob Dravi,Sredisce ob Dravi,46.3942,16.2681,Slovenia,SI,SVN,
Lamwo,Lamwo,3.5297,32.8016,Uganda,UG,UGA,
Eenhana,Eenhana,-17.4667,16.3333,Namibia,,NAM,
Hrazdan,Hrazdan,40.4941,44.7602,Armenia,AM,ARM,
Xaçmaz,Xacmaz,41.4643,48.8057,Azerbaijan,AZ,AZE,
Bangolo,Bangolo,7.0123,-7.4864,Côte D’Ivoire,CI,CIV,
Straşeni,Straseni,47.1422,28.6077,Moldova,MD,MDA,
Jõhvi,Johvi,59.3592,27.4211,Estonia,EE,EST,
Quinhámel,Quinhamel,11.8869,-15.8556,Guinea-Bissau,GW,GNB,
Bogatić,Bogatic,44.8376,19.4807,Serbia,RS,SRB,
Lipkovo,Lipkovo,42.1564,21.5853,Macedonia,MK,MKD,
Balakən,Balakan,41.7263,46.4048,Azerbaijan,AZ,AZE,
Qazax,Qazax,41.0925,45.3656,Azerbaijan,AZ,AZE,
Varvarin,Varvarin,43.7195,21.3712,Serbia,RS,SRB,
Vidin,Vidin,43.99,22.8725,Bulgaria,BG,BGR,
Kočani,Kocani,41.9164,22.4128,Macedonia,MK,MKD,
Obleševo,Oblesevo,41.8833,22.3339,Macedonia,MK,MKD,
Santa Elena,Santa Elena,-2.2262,-80.8587,Ecuador,EC,ECU,
Saint Helens,Saint Helens,53.45,-2.7333,United Kingdom,GB,GBR,
Ražanj,Razanj,43.6744,21.5492,Serbia,RS,SRB,
Cēsis,Cesis,57.3091,25.2761,Latvia,LV,LVA,
Īlām,Ilam,33.6374,46.4227,Iran,IR,IRN,
Mongar,Mongar,27.2747,91.2396,Bhutan,BT,BTN,
Godāwari̇̄,Godawari,28.8755,80.5776,Nepal,NP,NPL,
Anenii Noi,Anenii Noi,46.8784,29.2348,Moldova,MD,MDA,
Blagoevgrad,Blagoevgrad,42.0167,23.1,Bulgaria,BG,BGR,
Bartın,Bartin,41.6358,32.3375,Turkey,TR,TUR,
Sabirabad,Sabirabad,40.0087,48.477,Azerbaijan,AZ,AZE,
Mionica,Mionica,44.2524,20.0817,Serbia,RS,SRB,
Kurumul,Kurumul,-5.855,144.6311,Papua New Guinea,PG,PNG,
Junik,Junik,42.4758,20.2772,Kosovo,XK,XKS,
Soroca,Soroca,48.1566,28.2849,Moldova,MD,MDA,
Sisak,Sisak,45.4661,16.3783,Croatia,HR,HRV,
Aranđelovac,Arandelovac,44.3077,20.5612,Serbia,RS,SRB,
Kula,Kula,45.6109,19.5274,Serbia,RS,SRB,
Gabrovo,Gabrovo,42.8747,25.3342,Bulgaria,BG,BGR,
Nova Vas,Nova Vas,45.7717,14.5058,Slovenia,SI,SVN,
Apače,Apace,46.6972,15.9106,Slovenia,SI,SVN,
Cerkvenjak,Cerkvenjak,46.5706,15.9436,Slovenia,SI,SVN,
Lukovica pri Domžalah,Lukovica pri Domzalah,46.1667,14.7,Slovenia,SI,SVN,
Haa,Haa,27.3685,89.2918,Bhutan,BT,BTN,
Krapina,Krapina,46.1608,15.8789,Croatia,HR,HRV,
Palenga,Palenga,2.6131,32.3369,Uganda,UG,UGA,
Singa,Singa,13.1483,33.9312,Sudan,SD,SDN,
Novi Bečej,Novi Becej,45.6015,20.1364,Serbia,RS,SRB,
Bečej,Becej,45.6196,20.04,Serbia,RS,SRB,
Şərur,Sarur,39.5544,44.9826,Azerbaijan,AZ,AZE,
Juršinci,Jursinci,46.4847,15.9714,Slovenia,SI,SVN,
Aizkraukle,Aizkraukle,56.6029,25.2636,Latvia,LV,LVA,
Port Loko,Port Loko,8.7661,-12.787,Sierra Leone,SL,SLE,
Hînceşti,Hincesti,46.8305,28.5906,Moldova,MD,MDA,
Famagusta,Famagusta,35.1205,33.9389,Cyprus,CY,CYP,
Kyrenia,Kyrenia,35.3363,33.3173,Cyprus,CY,CYP,
Orhei,Orhei,47.3849,28.8245,Moldova,MD,MDA,
Gornji Grad,Gornji Grad,46.2953,14.8083,Slovenia,SI,SVN,
Žitorađa,Zitorada,43.1902,21.7134,Serbia,RS,SRB,
Mingəçevir,Mingacevir,40.7639,47.0595,Azerbaijan,AZ,AZE,
Amnat Charoen,Amnat Charoen,15.8585,104.6288,Thailand,TH,THA,
Videm pri Ptuju,Videm pri Ptuju,46.3686,15.9064,Slovenia,SI,SVN,
Kotido,Kotido,2.9806,34.1331,Uganda,UG,UGA,
Titel,Titel,45.206,20.2949,Serbia,RS,SRB,
Pul-e ‘Alam,Pul-e `Alam,33.9953,69.0227,Afghanistan,AF,AFG,
Laçın,Lacin,39.6434,46.5462,Azerbaijan,AZ,AZE,
Cirkulane,Cirkulane,46.3453,15.9952,Slovenia,SI,SVN,
Ungheni,Ungheni,47.2108,27.8005,Moldova,MD,MDA,
Bar,Bar,42.0931,19.1003,Montenegro,ME,MNE,
Ribnica,Ribnica,45.7386,14.7275,Slovenia,SI,SVN,
Miren,Miren,45.8956,13.6075,Slovenia,SI,SVN,
Sharan,Sharan,33.1757,68.7304,Afghanistan,AF,AFG,
Tari,Tari,-5.845,142.9467,Papua New Guinea,PG,PNG,
Iğdır,Igdir,39.9237,44.045,Turkey,TR,TUR,
Istog,Istog,42.7808,20.4875,Kosovo,XK,XKS,
Planken,Planken,47.1844,9.5436,Liechtenstein,LI,LIE,
Cocieri,Cocieri,47.3087,29.1101,Moldova,MD,MDA,
Pader,Pader,3.05,33.2167,Uganda,UG,UGA,
Merošina,Merosina,43.2813,21.7218,Serbia,RS,SRB,
Fuglafjørður,Fuglafjordhur,62.2448,-6.815,Faroe Islands,FO,FRO,
Triesenberg,Triesenberg,47.1182,9.5444,Liechtenstein,LI,LIE,
Călăraşi,Calarasi,47.2556,28.3099,Moldova,MD,MDA,
Zaqatala,Zaqatala,41.6316,46.6448,Azerbaijan,AZ,AZE,
Lufilufi,Lufilufi,-13.8745,-171.5986,Samoa,WS,WSM,
Floreşti,Floresti,47.8914,28.2931,Moldova,MD,MDA,
Podlehnik,Podlehnik,46.3353,15.88,Slovenia,SI,SVN,
Bovec,Bovec,46.3375,13.5528,Slovenia,SI,SVN,
Kotor,Kotor,42.4258,18.7719,Montenegro,ME,MNE,
Stara Pazova,Stara Pazova,44.9861,20.1597,Serbia,RS,SRB,
Calheta de São Miguel,Calheta de Sao Miguel,15.1833,-23.6,Cabo Verde,CV,CPV,
Carnikava,Carnikava,57.1293,24.2842,Latvia,LV,LVA,
Viqueque,Viqueque,-8.8575,126.3647,Timor-Leste,TL,TLS,
Clervaux,Clervaux,50.0547,6.0314,Luxembourg,LU,LUX,
Redange-sur-Attert,Redange-sur-Attert,49.7656,5.8908,Luxembourg,LU,LUX,
São Domingos,Sao Domingos,15.0167,-23.5667,Cabo Verde,CV,CPV,
Bosilovo,Bosilovo,41.4406,22.7278,Macedonia,MK,MKD,
Goaso,Goaso,6.8036,-2.5172,Ghana,GH,GHA,
Vevčani,Vevcani,41.2406,20.5933,Macedonia,MK,MKD,
Hódmezővásárhely,Hodmezovasarhely,46.4172,20.3292,Hungary,HU,HUN,
Ağdaş,Agdas,40.647,47.4738,Azerbaijan,AZ,AZE,
Sîngerei,Singerei,47.6363,28.143,Moldova,MD,MDA,
Bimbo,Bimbo,4.329,18.5284,Central African Republic,CF,CAF,
Štip,Stip,41.7423,22.1979,Macedonia,MK,MKD,
Dambai,Dambai,8.0662,0.1795,Ghana,GH,GHA,
Zavrč,Zavrc,46.3917,16.0497,Slovenia,SI,SVN,
Yardımlı,Yardimli,38.9077,48.2405,Azerbaijan,AZ,AZE,
Igreja,Igreja,15.0339,-24.325,Cabo Verde,CV,CPV,
Saatlı,Saatli,39.9321,48.3689,Azerbaijan,AZ,AZE,
Kaffrine,Kaffrine,14.1016,-15.5467,Senegal,SN,SEN,
Ribnica na Pohorju,Ribnica na Pohorju,46.535,15.2728,Slovenia,SI,SVN,
Beyləqan,Beylaqan,39.7756,47.6186,Azerbaijan,AZ,AZE,
Criuleni,Criuleni,47.2131,29.1593,Moldova,MD,MDA,
Briceni,Briceni,48.3629,27.0779,Moldova,MD,MDA,
Ķekava,Kekava,56.8296,24.2318,Latvia,LV,LVA,
Tomaž pri Ormožu,Tomaz pri Ormozu,46.4842,16.0836,Slovenia,SI,SVN,
Sangre Grande,Sangre Grande,10.5871,-61.1322,Trinidad And Tobago,TT,TTO,
Gaoua,Gaoua,10.2992,-3.2508,Burkina Faso,BF,BFA,
Edineţ,Edinet,48.1721,27.3034,Moldova,MD,MDA,
Beočin,Beocin,45.1916,19.725,Serbia,RS,SRB,
Nhlangano,Nhlangano,-27.1122,31.1983,Swaziland,SZ,SWZ,
Ordino,Ordino,42.5563,1.5327,Andorra,AD,AND,
Targovishte,Targovishte,43.2592,26.5892,Bulgaria,BG,BGR,
Bosilegrad,Bosilegrad,42.5005,22.4728,Serbia,RS,SRB,
Knić,Knic,43.927,20.7197,Serbia,RS,SRB,
Kamenicë,Kamenice,42.5781,21.5803,Kosovo,XK,XKS,
Kostanjevica na Krki,Kostanjevica na Krki,45.8461,15.4222,Slovenia,SI,SVN,
Canillo,Canillo,42.567,1.5981,Andorra,AD,AND,
Agago,Agago,2.8338,33.3336,Uganda,UG,UGA,
Fort Wellington,Fort Wellington,6.3909,-57.6038,Guyana,GY,GUY,
Vitomarci,Vitomarci,46.5275,15.9394,Slovenia,SI,SVN,
Nova Sintra,Nova Sintra,14.8714,-24.6956,Cabo Verde,CV,CPV,
Sa Kaeo,Sa Kaeo,13.8141,102.0722,Thailand,TH,THA,
Şuḩār,Suhar,24.3643,56.7468,Oman,OM,OMN,
Komen,Komen,45.8153,13.7483,Slovenia,SI,SVN,
Tərtər,Tartar,40.342,46.9316,Azerbaijan,AZ,AZE,
Sečanj,Secanj,45.3676,20.7732,Serbia,RS,SRB,
Bački Petrovac,Backi Petrovac,45.3616,19.592,Serbia,RS,SRB,
Füzuli,Fuzuli,39.6009,47.1453,Azerbaijan,AZ,AZE,
Teleneşti,Telenesti,47.5011,28.3654,Moldova,MD,MDA,
Cimişlia,Cimislia,46.5268,28.7644,Moldova,MD,MDA,
Marijampolė,Marijampole,54.5599,23.3541,Lithuania,LT,LTU,
Făleşti,Falesti,47.5767,27.7126,Moldova,MD,MDA,
Stockton-on-Tees,Stockton-on-Tees,54.5833,-1.4167,United Kingdom,GB,GBR,
Nalerigu,Nalerigu,10.5273,-0.3698,Ghana,GH,GHA,
Kuzma,Kuzma,46.8369,16.0833,Slovenia,SI,SVN,
Divača,Divaca,45.6847,13.9703,Slovenia,SI,SVN,
Inčukalns,Incukalns,57.0987,24.6863,Latvia,LV,LVA,
Sar-e Pul,Sar-e Pul,36.2154,65.9325,Afghanistan,AF,AFG,
Assomada,Assomada,15.1,-23.6833,Cabo Verde,CV,CPV,
Ocniţa,Ocnita,48.3827,27.4381,Moldova,MD,MDA,
Ağcabədi,Agcabadi,40.0501,47.4594,Azerbaijan,AZ,AZE,
Kozje,Kozje,46.075,15.5603,Slovenia,SI,SVN,
Nīlī,Nili,33.7218,66.1302,Afghanistan,AF,AFG,
Bogdanci,Bogdanci,41.2031,22.5756,Macedonia,MK,MKD,
Bulisa,Bulisa,2.1178,31.4116,Uganda,UG,UGA,
Phônsavan,Phonsavan,19.4494,103.1917,Laos,LA,LAO,
Plasnica,Plasnica,41.4672,21.1231,Macedonia,MK,MKD,
Amudat,Amudat,1.95,34.95,Uganda,UG,UGA,
Jurovski Dol,Jurovski Dol,46.6064,15.7847,Slovenia,SI,SVN,
Lerik,Lerik,38.7739,48.415,Azerbaijan,AZ,AZE,
Glodeni,Glodeni,47.7751,27.5189,Moldova,MD,MDA,
Bueng Kan,Bueng Kan,18.363,103.6519,Thailand,TH,THA,
Kovačica,Kovacica,45.1109,20.6236,Serbia,RS,SRB,
Pakxan,Pakxan,18.3942,103.6611,Laos,LA,LAO,
Čoka,Coka,45.9415,20.146,Serbia,RS,SRB,
Ikšķile,Ikskile,56.834,24.4968,Latvia,LV,LVA,
Aksaray,Aksaray,38.3725,34.0254,Turkey,TR,TUR,
Dobje pri Planini,Dobje pri Planini,46.1367,15.4089,Slovenia,SI,SVN,
Şoldăneşti,Soldanesti,47.8161,28.7972,Moldova,MD,MDA,
Gornji Petrovci,Gornji Petrovci,46.8053,16.2225,Slovenia,SI,SVN,
Samdrup Jongkhar,Samdrup Jongkhar,26.8007,91.5052,Bhutan,BT,BTN,
Dragash,Dragash,42.0265,20.6533,Kosovo,XK,XKS,
Ağsu,Agsu,40.5692,48.3965,Azerbaijan,AZ,AZE,
Moravske-Toplice,Moravske-Toplice,46.6875,16.2256,Slovenia,SI,SVN,
Pedra Badejo,Pedra Badejo,15.1375,-23.5308,Cabo Verde,CV,CPV,
Podvelka,Podvelka,46.5869,15.3306,Slovenia,SI,SVN,
Olaine,Olaine,56.7947,23.9358,Latvia,LV,LVA,
Sarpang,Sarpang,26.8639,90.2674,Bhutan,BT,BTN,
Biləsuvar,Bilasuvar,39.4583,48.545,Azerbaijan,AZ,AZE,
Nisporeni,Nisporeni,47.0816,28.1714,Moldova,MD,MDA,
Makole,Makole,46.3172,15.6672,Slovenia,SI,SVN,
Basarabeasca,Basarabeasca,46.3317,28.9636,Moldova,MD,MDA,
Mtskheta,Mtskheta,41.8451,44.7188,Georgia,GE,GEO,
Salyan,Salyan,39.5962,48.9848,Azerbaijan,AZ,AZE,
Trashigang,Trashigang,27.3331,91.5542,Bhutan,BT,BTN,
Ādaži,Adazi,57.0705,24.3371,Latvia,LV,LVA,
Leova,Leova,46.4823,28.253,Moldova,MD,MDA,
Zərdab,Zardab,40.2184,47.7121,Azerbaijan,AZ,AZE,
Qəbələ,Qabala,40.9825,47.8491,Azerbaijan,AZ,AZE,
Kürdəmir,Kurdamir,40.3426,48.1565,Azerbaijan,AZ,AZE,
Comrat,Comrat,46.2946,28.6565,Moldova,MD,MDA,
Žabalj,Zabalj,45.3741,20.0707,Serbia,RS,SRB,
Ozolnieki,Ozolnieki,56.6899,23.7761,Latvia,LV,LVA,
Neves,Neves,0.3586,6.5525,Sao Tome And Principe,ST,STP,
Aberaeron,Aberaeron,52.25,-4.25,United Kingdom,GB,GBR,
Medveđa,Medveda,42.842,21.5858,Serbia,RS,SRB,
Căuşeni,Causeni,46.6367,29.4111,Moldova,MD,MDA,
Napak,Napak,2.2514,34.2501,Uganda,UG,UGA,
Vágur,Vagur,61.4733,-6.8175,Faroe Islands,FO,FRO,
Prilep,Prilep,41.3451,21.555,Macedonia,MK,MKD,
Ulcinj,Ulcinj,41.9283,19.2064,Montenegro,ME,MNE,
Vrbas,Vrbas,45.5704,19.6479,Serbia,RS,SRB,
Ağstafa,Agstafa,41.1148,45.4468,Azerbaijan,AZ,AZE,
Pemagatshel,Pemagatshel,27.038,91.4031,Bhutan,BT,BTN,
Cova Figueira,Cova Figueira,14.8833,-24.3,Cabo Verde,CV,CPV,
Žitište,Zitiste,45.4854,20.5507,Serbia,RS,SRB,
Qusar,Qusar,41.4275,48.4302,Azerbaijan,AZ,AZE,
Quba,Quba,41.3611,48.5134,Azerbaijan,AZ,AZE,
İmişli,Imisli,39.8724,48.0649,Azerbaijan,AZ,AZE,
Zəngilan,Zangilan,39.0837,46.6599,Azerbaijan,AZ,AZE,
Sofifi,Sofifi,0.7373,127.5588,Indonesia,ID,IDN,
Taraclia,Taraclia,45.9027,28.6682,Moldova,MD,MDA,
Razkrižje,Razkrizje,46.5217,16.2811,Slovenia,SI,SVN,
Rustavi,Rustavi,42.2897,43.8543,Georgia,GE,GEO,
Gori,Gori,41.9842,44.1158,Georgia,GE,GEO,
Neftçala,Neftcala,39.3768,49.247,Azerbaijan,AZ,AZE,
Rožaje,Rozaje,42.8439,20.1683,Montenegro,ME,MNE,
Čajetina,Cajetina,43.7497,19.715,Serbia,RS,SRB,
Rezina,Rezina,47.7493,28.9658,Moldova,MD,MDA,
Krivogaštani,Krivogastani,41.3369,21.3311,Macedonia,MK,MKD,
Rogatec,Rogatec,46.2294,15.7003,Slovenia,SI,SVN,
Qacha’s Nek,Qacha's Nek,-30.1154,28.6894,Lesotho,LS,LSO,
Sremska Mitrovica,Sremska Mitrovica,44.9764,19.6122,Serbia,RS,SRB,
Ştefan Vodă,Stefan Voda,46.5129,29.6619,Moldova,MD,MDA,
Safotulafai,Safotulafai,-13.6715,-172.1777,Samoa,WS,WSM,
Ivanjica,Ivanjica,43.582,20.2284,Serbia,RS,SRB,
Kuacjok,Kuacjok,8.3028,27.98,South Sudan,SS,SSD,
Sédhiou,Sedhiou,12.7081,-15.5569,Senegal,SN,SEN,
Göygöl,Goygol,40.5858,46.3189,Azerbaijan,AZ,AZE,
Črna na Koroškem,Crna na Koroskem,46.4667,14.85,Slovenia,SI,SVN,
Tubmanburg,Tubmanburg,6.8706,-10.8211,Liberia,LR,LBR,
Inđija,Indija,45.0482,20.0816,Serbia,RS,SRB,
Rîşcani,Riscani,47.9479,27.5638,Moldova,MD,MDA,
Vasilevo,Vasilevo,41.4741,22.643,Macedonia,MK,MKD,
Žabari,Zabari,44.3562,21.2143,Serbia,RS,SRB,
Zveçan,Zvecan,42.9075,20.8403,Kosovo,XK,XKS,
Ed Daein,Ed Daein,11.4672,26.1317,Sudan,SD,SDN,
Telavi,Telavi,41.9198,45.4732,Georgia,GE,GEO,
Radoviš,Radovis,41.6383,22.4647,Macedonia,MK,MKD,
Tabuk,Tabuk,17.4084,121.2785,Philippines,PH,PHL,
Cantemir,Cantemir,46.2774,28.2027,Moldova,MD,MDA,
Osilnica,Osilnica,45.5292,14.6979,Slovenia,SI,SVN,
Petrovac na Mlavi,Petrovac na Mlavi,44.3773,21.4198,Serbia,RS,SRB,
Pazin,Pazin,45.2403,13.9367,Croatia,HR,HRV,
Savalou,Savalou,7.9281,1.9756,Benin,BJ,BEN,
Elektrėnai,Elektrenai,54.7863,24.6626,Lithuania,LT,LTU,
Mali Iđoš,Mali Idos,45.7092,19.6663,Serbia,RS,SRB,
Centar Župa,Centar Zupa,41.4788,20.5586,Macedonia,MK,MKD,
Ub,Ub,44.4572,20.0762,Serbia,RS,SRB,
Rača,Raca,44.2268,20.979,Serbia,RS,SRB,
Srbobran,Srbobran,45.5481,19.7954,Serbia,RS,SRB,
Ljig,Ljig,44.2266,20.2394,Serbia,RS,SRB,
Porto Inglês,Porto Ingles,15.1378,-23.2111,Cabo Verde,CV,CPV,
Ranillug,Ranillug,42.4922,21.5989,Kosovo,XK,XKS,
Kiryandongo,Kiryandongo,1.8763,32.0622,Uganda,UG,UGA,
Rekovac,Rekovac,43.8609,21.0958,Serbia,RS,SRB,
Skopun,Skopun,61.9028,-6.8823,Faroe Islands,FO,FRO,
Mamuju,Mamuju,-2.6806,118.8861,Indonesia,ID,IDN,
Hargeysa,Hargeysa,9.56,44.065,Somalia,SO,SOM,
Kiruhura,Kiruhura,-0.2356,30.8725,Uganda,UG,UGA,
Leava,Leava,-14.2933,-178.1583,Wallis And Futuna,WF,WLF,
Garkalne,Garkalne,57.0449,24.4195,Latvia,LV,LVA,
Qubadlı,Qubadli,39.3444,46.5818,Azerbaijan,AZ,AZE,
Santo António,Santo Antonio,1.6386,7.4206,Sao Tome And Principe,ST,STP,
Zrnovci,Zrnovci,41.8542,22.4444,Macedonia,MK,MKD,
Novo Selo,Novo Selo,41.4149,22.8816,Macedonia,MK,MKD,
Gevgelija,Gevgelija,41.1417,22.5014,Macedonia,MK,MKD,
Novi Kneževac,Novi Knezevac,46.041,20.0958,Serbia,RS,SRB,
Torit,Torit,4.4118,32.5705,South Sudan,SS,SSD,
Lielvārde,Lielvarde,56.7213,24.8062,Latvia,LV,LVA,
Cəbrayıl,Cabrayil,39.3992,47.0283,Azerbaijan,AZ,AZE,
Sigulda,Sigulda,57.1538,24.8595,Latvia,LV,LVA,
Akhaltsikhe,Akhaltsikhe,41.639,42.9826,Georgia,GE,GEO,
Tsimasham,Tsimasham,27.0989,89.536,Bhutan,BT,BTN,
Lajkovac,Lajkovac,44.37,20.1644,Serbia,RS,SRB,
Kruševo,Krusevo,41.3694,21.2483,Macedonia,MK,MKD,
Priboj,Priboj,43.5836,19.5258,Serbia,RS,SRB,
Ijevan,Ijevan,40.8788,45.1485,Armenia,AM,ARM,
Bijelo Polje,Bijelo Polje,43.0292,19.7456,Montenegro,ME,MNE,
Madīnat ash Shamāl,Madinat ash Shamal,26.1293,51.2009,Qatar,QA,QAT,
Bāzārak,Bazarak,35.3129,69.5152,Afghanistan,AF,AFG,
Grad,Grad,46.8,16.1,Slovenia,SI,SVN,
Probištip,Probistip,42.0019,22.1728,Macedonia,MK,MKD,
Aleksandrovac,Aleksandrovac,43.4609,21.0539,Serbia,RS,SRB,
Berane,Berane,42.8425,19.8733,Montenegro,ME,MNE,
Petnjica,Petnjica,42.9089,19.9644,Montenegro,ME,MNE,
Sodražica,Sodrazica,45.7611,14.6356,Slovenia,SI,SVN,
Siyəzən,Siyazan,41.0781,49.1156,Azerbaijan,AZ,AZE,
Samux,Samux,40.7649,46.4087,Azerbaijan,AZ,AZE,
Negotino,Negotino,41.4846,22.0906,Macedonia,MK,MKD,
Jonava,Jonava,55.0801,24.2754,Lithuania,LT,LTU,
Dobrovnik,Dobrovnik,46.6514,16.3525,Slovenia,SI,SVN,
Pala,Pala,9.3642,14.9046,Chad,TD,TCD,
Matam,Matam,15.6559,-13.2554,Senegal,SN,SEN,
Abim,Abim,2.7017,33.6761,Uganda,UG,UGA,
Dalandzadgad,Dalandzadgad,43.5708,104.425,Mongolia,MN,MNG,
Rio Claro,Rio Claro,10.3059,-61.1756,Trinidad And Tobago,TT,TTO,
Malo Crniće,Malo Crnice,44.5603,21.2906,Serbia,RS,SRB,
Piņķi,Pinki,56.9419,23.9137,Latvia,LV,LVA,
Kuršumlija,Kursumlija,43.139,21.2735,Serbia,RS,SRB,
Ntoroko,Ntoroko,1.0411,30.4811,Uganda,UG,UGA,
Dəvəçi,Davaci,41.2012,48.9871,Azerbaijan,AZ,AZE,
Vinica,Vinica,41.8828,22.5092,Macedonia,MK,MKD,
Čučer-Sandevo,Cucer-Sandevo,42.102,21.3846,Macedonia,MK,MKD,
Raška,Raska,43.2859,20.6135,Serbia,RS,SRB,
Mislinja,Mislinja,46.4411,15.1956,Slovenia,SI,SVN,
Golubac,Golubac,44.6529,21.6308,Serbia,RS,SRB,
Trnovska Vas,Trnovska Vas,46.5167,15.9,Slovenia,SI,SVN,
Norðragøta,Nordhragota,62.199,-6.7432,Faroe Islands,FO,FRO,
Pećinci,Pecinci,44.9089,19.9664,Serbia,RS,SRB,
Koumra,Koumra,8.9126,17.5539,Chad,TD,TCD,
Qıvraq,Qivraq,39.3994,45.1151,Azerbaijan,AZ,AZE,
Ordubad,Ordubad,38.9096,46.0227,Azerbaijan,AZ,AZE,
Nova Crnja,Nova Crnja,45.6685,20.6042,Serbia,RS,SRB,
Druskininkai,Druskininkai,54.0157,23.987,Lithuania,LT,LTU,
Mažeikiai,Mazeikiai,56.3122,22.3265,Lithuania,LT,LTU,
Seinäjoki,Seinajoki,62.8,22.8333,Finland,FI,FIN,
Bač,Bac,45.3923,19.2367,Serbia,RS,SRB,
Smolyan,Smolyan,41.5853,24.6919,Bulgaria,BG,BGR,
Podčetrtek,Podcetrtek,46.1569,15.5986,Slovenia,SI,SVN,
Samamea,Samamea,-13.9338,-171.5312,Samoa,WS,WSM,
Donduşeni,Donduseni,48.2394,27.6056,Moldova,MD,MDA,
Kavadarci,Kavadarci,41.4331,22.0119,Macedonia,MK,MKD,
İsmayıllı,Ismayilli,40.7848,48.1514,Azerbaijan,AZ,AZE,
